tipo_vivienda;niveles;tipo_contrato;estado;num_habitaciones;num_banos;area_construida;parqueadero;sector;estrato;precio
Casa;2;Venta;Casi nuevo;2;2;213;Si;Sur;1;150000000
Casa;2;Venta;Nuevo;1;1;242;No;Norte;5;250000000
Casa;2;Venta;Casi nuevo;2;3;266;No;Sur;1;150000000
Casa;3;Venta;Nuevo;1;3;269;No;Norte;6;250000000
Casa;3;Venta;Nuevo;4;2;165;Si;Centro;3;210000000
Casa;2;Venta;Nuevo;2;2;187;Si;Norte;5;260000000
Casa;2;Venta;Casi nuevo;2;3;258;Si;Norte;6;250000000
Casa;1;Venta;Nuevo;4;1;263;No;Norte;5;260000000
Casa;2;Venta;Nuevo;3;2;230;No;Sur;4;150000000
Casa;1;Venta;Casi nuevo;3;3;238;Si;Centro;3;200000000
Casa;3;Venta;Nuevo;3;2;230;No;Centro;3;200000000
Casa;2;Venta;Casi nuevo;3;2;235;Si;Centro;4;210000000
Casa;3;Venta;Casi nuevo;2;2;186;Si;Centro;4;200000000
Casa;2;Venta;Nuevo;3;2;204;Si;Norte;3;260000000
Casa;2;Venta;Nuevo;2;2;240;Si;Centro;4;220000000
Casa;1;Venta;Nuevo;3;1;251;No;Norte;6;250000000
Casa;2;Venta;Casi nuevo;1;1;166;Si;Norte;3;240000000
Casa;2;Venta;Casi nuevo;4;3;163;No;Norte;5;240000000
Casa;2;Venta;Nuevo;2;1;183;No;Centro;4;200000000
Casa;2;Venta;Nuevo;2;3;203;No;Norte;6;260000000
Casa;2;Venta;Casi nuevo;3;2;225;No;Norte;6;240000000
Casa;1;Venta;Casi nuevo;1;1;194;No;Sur;3;140000000
Casa;3;Venta;Nuevo;1;3;219;Si;Norte;5;260000000
Casa;3;Venta;Casi nuevo;3;3;276;No;Sur;3;150000000
Casa;1;Venta;Nuevo;4;1;234;No;Norte;3;250000000
Casa;3;Venta;Casi nuevo;2;3;220;Si;Norte;5;250000000
Casa;1;Venta;Nuevo;3;3;232;No;Norte;5;250000000
Casa;3;Venta;Casi nuevo;1;3;154;No;Norte;4;240000000
Casa;3;Venta;Nuevo;3;3;164;No;Norte;5;250000000
Casa;2;Venta;Casi nuevo;3;1;248;Si;Centro;3;200000000
Casa;1;Venta;Nuevo;3;3;273;Si;Centro;4;210000000
Casa;1;Venta;Nuevo;4;3;271;Si;Sur;4;160000000
Casa;2;Venta;Nuevo;2;3;171;Si;Sur;4;170000000
Casa;2;Venta;Nuevo;2;1;206;Si;Norte;6;260000000
Casa;1;Venta;Nuevo;3;2;187;Si;Centro;3;210000000
Casa;1;Venta;Nuevo;1;2;197;No;Norte;4;250000000
Casa;1;Venta;Casi nuevo;1;2;213;No;Norte;6;230000000
Casa;1;Venta;Nuevo;2;3;150;No;Sur;4;140000000
Casa;2;Venta;Casi nuevo;4;2;238;Si;Norte;3;260000000
Casa;2;Venta;Nuevo;3;1;168;Si;Centro;3;210000000
Casa;1;Venta;Casi nuevo;2;2;196;No;Centro;3;190000000
Casa;3;Venta;Nuevo;4;1;243;No;Sur;2;160000000
Casa;2;Venta;Casi nuevo;1;3;268;No;Sur;4;140000000
Casa;1;Venta;Nuevo;3;3;275;Si;Norte;4;260000000
Casa;2;Venta;Casi nuevo;1;3;199;Si;Norte;6;250000000
Casa;2;Venta;Nuevo;4;2;228;No;Norte;5;260000000
Casa;1;Venta;Nuevo;2;2;204;No;Sur;4;150000000
Casa;2;Venta;Casi nuevo;3;3;231;Si;Norte;5;260000000
Casa;2;Venta;Nuevo;3;2;191;Si;Sur;2;160000000
Casa;1;Venta;Casi nuevo;1;2;165;No;Sur;1;130000000
Casa;1;Venta;Nuevo;2;1;252;Si;Centro;3;210000000
Casa;1;Venta;Casi nuevo;1;2;205;No;Norte;4;230000000
Casa;2;Venta;Nuevo;1;1;163;No;Norte;5;240000000
Casa;1;Venta;Nuevo;3;1;190;No;Norte;3;250000000
Casa;1;Venta;Nuevo;1;3;255;Si;Sur;3;160000000
Casa;1;Venta;Casi nuevo;2;3;156;Si;Sur;4;150000000
Casa;2;Venta;Casi nuevo;2;1;209;Si;Sur;2;150000000
Casa;2;Venta;Casi nuevo;2;3;156;Si;Norte;5;250000000
Casa;2;Venta;Casi nuevo;3;2;269;Si;Centro;3;210000000
Casa;2;Venta;Casi nuevo;4;1;175;Si;Norte;6;250000000
Casa;1;Venta;Nuevo;4;3;166;No;Norte;4;240000000
Casa;3;Venta;Casi nuevo;3;3;240;Si;Centro;4;200000000
Casa;1;Venta;Nuevo;4;3;216;Si;Norte;3;260000000
Casa;2;Venta;Nuevo;4;3;170;Si;Norte;4;260000000
Casa;2;Venta;Casi nuevo;2;2;233;No;Norte;4;250000000
Casa;1;Venta;Nuevo;2;1;278;Si;Sur;4;160000000
Casa;2;Venta;Casi nuevo;2;3;255;Si;Sur;2;160000000
Casa;1;Venta;Nuevo;4;2;279;Si;Centro;4;210000000
Casa;1;Venta;Nuevo;1;1;249;Si;Sur;1;160000000
Casa;2;Venta;Nuevo;2;1;243;No;Centro;3;210000000
Casa;1;Venta;Casi nuevo;1;3;234;Si;Sur;1;150000000
Casa;1;Venta;Nuevo;3;3;177;No;Sur;1;150000000
Casa;2;Venta;Nuevo;2;2;239;No;Centro;3;210000000
Casa;2;Venta;Casi nuevo;1;2;273;Si;Centro;4;210000000
Casa;1;Venta;Casi nuevo;4;1;156;Si;Norte;6;250000000
Casa;1;Venta;Nuevo;4;1;187;No;Centro;4;200000000
Casa;2;Venta;Nuevo;4;3;190;Si;Centro;4;210000000
Casa;3;Venta;Casi nuevo;3;3;210;No;Norte;4;240000000
Casa;2;Venta;Nuevo;3;1;230;Si;Centro;3;220000000
Casa;2;Venta;Casi nuevo;1;1;176;Si;Centro;4;200000000
Casa;3;Venta;Casi nuevo;1;2;251;No;Centro;4;190000000
Casa;3;Venta;Nuevo;2;1;241;No;Centro;3;200000000
Casa;1;Venta;Casi nuevo;1;1;244;Si;Norte;6;250000000
Casa;3;Venta;Casi nuevo;2;3;160;No;Norte;4;240000000
Casa;2;Venta;Casi nuevo;2;1;180;Si;Norte;3;250000000
Casa;2;Venta;Nuevo;3;1;253;Si;Norte;4;270000000
Casa;3;Venta;Nuevo;4;2;190;Si;Norte;6;260000000
Casa;1;Venta;Nuevo;2;2;225;Si;Norte;4;260000000
Casa;3;Venta;Nuevo;4;3;234;Si;Centro;3;220000000
Casa;2;Venta;Nuevo;4;1;219;No;Centro;4;210000000
Casa;3;Venta;Casi nuevo;1;1;230;Si;Centro;4;200000000
Casa;3;Venta;Casi nuevo;1;3;159;Si;Centro;3;200000000
Casa;2;Venta;Nuevo;2;3;240;Si;Centro;4;220000000
Casa;3;Venta;Casi nuevo;3;1;269;Si;Sur;2;160000000
Casa;1;Venta;Nuevo;1;1;254;Si;Sur;3;150000000
Casa;2;Venta;Casi nuevo;3;2;253;Si;Centro;3;210000000
Casa;3;Venta;Nuevo;2;2;162;No;Centro;4;200000000
Casa;2;Venta;Nuevo;2;1;278;No;Norte;3;260000000
Casa;1;Venta;Casi nuevo;2;2;233;No;Centro;3;190000000
Casa;1;Venta;Nuevo;3;3;276;Si;Sur;4;160000000
Casa;2;Venta;Nuevo;4;2;161;No;Norte;5;250000000
Casa;1;Venta;Nuevo;2;3;180;No;Norte;5;240000000
Casa;1;Venta;Casi nuevo;1;2;246;No;Sur;1;140000000
Casa;1;Venta;Nuevo;2;1;190;Si;Centro;3;210000000
Casa;1;Venta;Nuevo;3;1;164;Si;Norte;6;250000000
Casa;2;Venta;Nuevo;4;1;178;No;Sur;1;150000000
Casa;2;Venta;Casi nuevo;2;2;194;No;Centro;3;190000000
Casa;1;Venta;Nuevo;4;2;235;No;Norte;6;250000000
Casa;3;Venta;Casi nuevo;4;3;238;No;Centro;4;190000000
Casa;2;Venta;Nuevo;4;1;178;Si;Norte;4;260000000
Casa;2;Venta;Casi nuevo;2;2;220;Si;Centro;4;200000000
Casa;2;Venta;Nuevo;3;2;165;No;Centro;3;200000000
Casa;3;Venta;Casi nuevo;1;3;150;No;Centro;4;180000000
Casa;2;Venta;Nuevo;2;3;259;No;Centro;3;210000000
Casa;3;Venta;Casi nuevo;3;3;227;Si;Centro;3;210000000
Casa;2;Venta;Casi nuevo;4;1;224;No;Centro;4;190000000
Casa;3;Venta;Nuevo;4;1;267;Si;Norte;3;270000000
Casa;3;Venta;Nuevo;3;1;258;No;Norte;3;260000000
Casa;1;Venta;Nuevo;3;3;268;Si;Norte;3;270000000
Casa;3;Venta;Nuevo;4;3;242;Si;Norte;3;260000000
Casa;3;Venta;Nuevo;4;1;256;No;Norte;3;260000000
Casa;2;Venta;Nuevo;3;1;243;No;Centro;3;210000000
Casa;2;Venta;Nuevo;4;2;161;No;Centro;3;200000000
Casa;3;Venta;Casi nuevo;4;3;202;No;Centro;4;190000000
Casa;1;Venta;Casi nuevo;4;3;241;No;Norte;6;240000000
Casa;2;Venta;Nuevo;3;3;229;Si;Sur;2;170000000
Casa;3;Venta;Nuevo;3;2;238;Si;Norte;3;270000000
Casa;2;Venta;Nuevo;3;1;272;Si;Centro;4;220000000
Casa;2;Venta;Casi nuevo;2;1;170;No;Centro;4;190000000
Casa;2;Venta;Nuevo;4;3;261;No;Centro;3;210000000
Casa;1;Venta;Nuevo;2;2;257;Si;Centro;4;210000000
Casa;2;Venta;Casi nuevo;4;1;242;No;Centro;4;200000000
Casa;3;Venta;Casi nuevo;1;2;218;Si;Norte;5;250000000
Casa;2;Venta;Nuevo;3;3;232;Si;Sur;3;160000000
Casa;3;Venta;Nuevo;4;1;273;Si;Norte;4;270000000
Casa;2;Venta;Nuevo;1;2;198;No;Sur;4;150000000
Casa;3;Venta;Nuevo;4;3;263;No;Sur;1;160000000
Casa;2;Venta;Nuevo;4;1;254;No;Centro;4;210000000
Casa;2;Venta;Casi nuevo;1;2;238;Si;Centro;3;200000000
Casa;1;Venta;Nuevo;2;3;198;Si;Sur;1;150000000
Casa;1;Venta;Casi nuevo;3;2;155;Si;Norte;6;240000000
Casa;1;Venta;Nuevo;1;1;193;No;Sur;4;140000000
Casa;1;Venta;Nuevo;1;1;189;No;Sur;2;150000000
Casa;1;Venta;Casi nuevo;3;2;225;Si;Centro;4;200000000
Casa;1;Venta;Nuevo;2;2;271;Si;Norte;6;260000000
Casa;2;Venta;Nuevo;4;1;271;No;Sur;3;160000000
Casa;3;Venta;Nuevo;1;2;249;No;Norte;3;260000000
Casa;2;Venta;Nuevo;3;1;280;Si;Norte;5;280000000
Casa;3;Venta;Casi nuevo;2;1;247;Si;Centro;4;210000000
Casa;3;Venta;Casi nuevo;1;1;234;No;Norte;4;240000000
Casa;2;Venta;Casi nuevo;1;2;184;No;Centro;4;180000000
Casa;3;Venta;Nuevo;3;1;205;No;Centro;4;200000000
Casa;2;Venta;Nuevo;4;2;265;Si;Norte;5;270000000
Casa;1;Venta;Casi nuevo;4;1;249;Si;Sur;2;150000000
Casa;2;Venta;Nuevo;3;2;249;Si;Sur;4;170000000
Casa;2;Venta;Casi nuevo;4;1;173;No;Sur;3;140000000
Casa;1;Venta;Nuevo;3;3;246;Si;Sur;4;160000000
Casa;2;Venta;Nuevo;1;2;260;No;Centro;3;200000000
Casa;3;Venta;Nuevo;1;3;194;No;Norte;4;250000000
Casa;3;Venta;Casi nuevo;4;3;174;Si;Norte;4;250000000
Casa;1;Venta;Casi nuevo;1;2;226;Si;Centro;4;200000000
Casa;1;Venta;Nuevo;3;2;262;No;Sur;3;160000000
Casa;1;Venta;Casi nuevo;3;3;271;No;Sur;3;140000000
Casa;3;Venta;Casi nuevo;2;2;241;Si;Centro;4;200000000
Casa;2;Venta;Casi nuevo;4;1;222;No;Norte;4;240000000
Casa;2;Venta;Casi nuevo;4;2;254;Si;Norte;3;260000000
Casa;2;Venta;Nuevo;4;3;235;No;Sur;4;160000000
Casa;2;Venta;Nuevo;4;1;166;No;Centro;4;200000000
Casa;3;Venta;Casi nuevo;1;3;236;No;Sur;4;140000000
Casa;1;Venta;Nuevo;2;3;195;Si;Norte;5;260000000
Casa;3;Venta;Casi nuevo;1;2;259;No;Sur;2;150000000
Casa;3;Venta;Casi nuevo;2;2;181;No;Norte;4;240000000
Casa;3;Venta;Casi nuevo;4;1;161;No;Sur;2;140000000
Casa;1;Venta;Casi nuevo;4;3;270;Si;Centro;3;210000000
Casa;3;Venta;Casi nuevo;4;2;174;No;Sur;3;140000000
Casa;2;Venta;Casi nuevo;1;2;216;No;Norte;4;240000000
Casa;2;Venta;Nuevo;4;3;208;Si;Sur;4;160000000
Casa;1;Venta;Nuevo;2;2;206;Si;Sur;4;160000000
Casa;2;Venta;Casi nuevo;3;2;236;Si;Sur;2;150000000
Casa;3;Venta;Casi nuevo;1;1;197;No;Centro;3;190000000
Casa;3;Venta;Nuevo;3;2;218;No;Norte;3;260000000
Casa;2;Venta;Nuevo;4;1;187;Si;Norte;4;260000000
Casa;1;Venta;Nuevo;4;3;239;No;Centro;3;210000000
Casa;1;Venta;Nuevo;3;2;179;Si;Norte;6;260000000
Casa;3;Venta;Nuevo;1;3;170;Si;Sur;2;150000000
Casa;2;Venta;Casi nuevo;3;1;258;Si;Norte;5;260000000
Casa;2;Venta;Casi nuevo;4;2;190;No;Centro;3;190000000
Casa;2;Venta;Nuevo;2;3;188;No;Sur;4;150000000
Casa;1;Venta;Casi nuevo;2;2;220;No;Centro;4;190000000
Casa;3;Venta;Casi nuevo;4;2;221;No;Norte;4;250000000
Casa;2;Venta;Nuevo;1;3;268;Si;Sur;2;160000000
Casa;2;Venta;Nuevo;4;3;156;Si;Sur;2;160000000
Casa;1;Venta;Nuevo;4;1;244;Si;Sur;1;160000000
Casa;1;Venta;Casi nuevo;2;3;179;Si;Centro;3;190000000
Casa;1;Venta;Casi nuevo;3;1;193;No;Centro;3;190000000
Casa;3;Venta;Nuevo;4;3;193;Si;Sur;1;170000000
Casa;2;Venta;Casi nuevo;3;1;203;Si;Centro;3;200000000
Casa;2;Venta;Nuevo;2;3;201;No;Centro;4;210000000
Casa;1;Venta;Casi nuevo;1;2;257;Si;Norte;3;240000000
Casa;3;Venta;Nuevo;2;2;209;No;Centro;4;200000000
Casa;3;Venta;Casi nuevo;1;1;243;Si;Sur;4;150000000
Casa;2;Venta;Casi nuevo;4;2;195;No;Sur;3;140000000
Casa;3;Venta;Casi nuevo;3;1;205;Si;Sur;3;150000000
Casa;2;Venta;Nuevo;4;1;249;Si;Centro;3;220000000
Casa;2;Venta;Nuevo;1;3;175;No;Sur;3;140000000
Casa;3;Venta;Nuevo;2;1;241;No;Centro;3;210000000
Casa;2;Venta;Nuevo;4;3;164;No;Norte;6;250000000
Casa;1;Venta;Casi nuevo;1;1;278;Si;Sur;1;150000000
Casa;3;Venta;Casi nuevo;1;1;190;No;Norte;5;240000000
Casa;2;Venta;Nuevo;3;3;172;No;Sur;4;150000000
Casa;1;Venta;Nuevo;2;2;150;Si;Sur;4;150000000
Casa;2;Venta;Nuevo;1;2;196;No;Centro;4;200000000
Casa;3;Venta;Nuevo;4;3;237;No;Centro;3;200000000
Casa;3;Venta;Casi nuevo;3;3;170;No;Norte;4;240000000
Casa;1;Venta;Casi nuevo;4;1;155;Si;Centro;4;190000000
Casa;3;Venta;Nuevo;4;1;239;Si;Sur;1;160000000
Casa;1;Venta;Nuevo;2;2;201;Si;Sur;3;160000000
Casa;2;Venta;Nuevo;2;2;223;No;Sur;2;150000000
Casa;2;Venta;Casi nuevo;3;2;166;No;Sur;2;140000000
Casa;2;Venta;Nuevo;2;1;254;Si;Centro;4;220000000
Casa;1;Venta;Nuevo;2;1;207;Si;Sur;3;160000000
Casa;1;Venta;Nuevo;1;1;168;Si;Centro;4;200000000
Casa;3;Venta;Casi nuevo;4;3;278;Si;Sur;3;160000000
Casa;2;Venta;Nuevo;2;1;220;No;Sur;4;160000000
Casa;2;Venta;Casi nuevo;3;3;235;Si;Sur;3;150000000
Casa;3;Venta;Nuevo;3;2;259;No;Sur;1;160000000
Casa;2;Venta;Casi nuevo;1;2;179;No;Centro;4;190000000
Casa;1;Venta;Nuevo;1;1;264;Si;Centro;3;210000000
Casa;1;Venta;Casi nuevo;3;1;206;Si;Centro;4;200000000
Casa;3;Venta;Casi nuevo;3;1;218;Si;Sur;1;150000000
Casa;2;Venta;Casi nuevo;2;3;225;No;Centro;4;200000000
Casa;1;Venta;Nuevo;4;3;244;Si;Norte;3;260000000
Casa;2;Venta;Nuevo;4;1;152;No;Centro;4;200000000
Casa;1;Venta;Nuevo;1;3;242;Si;Norte;5;260000000
Casa;2;Venta;Casi nuevo;2;3;221;No;Centro;4;200000000
Casa;3;Venta;Nuevo;2;2;252;No;Sur;4;160000000
Casa;2;Venta;Casi nuevo;1;1;260;No;Norte;3;250000000
Casa;3;Venta;Casi nuevo;1;2;276;Si;Sur;1;150000000
Casa;1;Venta;Casi nuevo;3;1;233;No;Centro;3;190000000
Casa;1;Venta;Casi nuevo;2;1;172;Si;Centro;3;190000000
Casa;2;Venta;Nuevo;2;1;214;No;Sur;1;150000000
Casa;3;Venta;Nuevo;1;2;166;Si;Sur;3;160000000
Casa;2;Venta;Nuevo;4;2;203;Si;Sur;4;160000000
Casa;1;Venta;Nuevo;1;3;175;Si;Sur;3;150000000
Casa;3;Venta;Casi nuevo;1;1;248;Si;Sur;1;150000000
Casa;3;Venta;Nuevo;4;3;223;No;Centro;3;210000000
Casa;2;Venta;Casi nuevo;1;2;154;Si;Norte;3;250000000
Casa;2;Venta;Casi nuevo;1;1;176;Si;Norte;4;250000000
Casa;1;Venta;Casi nuevo;2;3;256;Si;Centro;3;200000000
Casa;1;Venta;Casi nuevo;3;2;278;No;Sur;2;150000000
Casa;1;Venta;Casi nuevo;4;2;174;No;Sur;3;130000000
Casa;1;Venta;Nuevo;4;2;180;Si;Centro;3;210000000
Casa;3;Venta;Nuevo;1;2;179;Si;Norte;3;260000000
Casa;2;Venta;Nuevo;1;1;199;No;Sur;4;150000000
Casa;2;Venta;Casi nuevo;3;2;258;Si;Norte;3;260000000
Casa;3;Venta;Casi nuevo;4;3;236;No;Sur;3;140000000
Casa;2;Venta;Casi nuevo;4;3;155;Si;Sur;4;150000000
Casa;1;Venta;Nuevo;4;3;275;Si;Norte;4;270000000
Casa;3;Venta;Casi nuevo;4;1;248;No;Centro;3;200000000
Casa;1;Venta;Nuevo;3;2;224;Si;Sur;3;160000000
Casa;3;Venta;Casi nuevo;3;1;260;Si;Sur;4;160000000
Casa;1;Venta;Nuevo;3;2;156;No;Norte;4;250000000
Casa;1;Venta;Nuevo;2;1;246;No;Centro;3;200000000
Casa;1;Venta;Casi nuevo;4;1;215;Si;Norte;3;250000000
Casa;2;Venta;Nuevo;2;3;228;Si;Norte;3;270000000
Casa;3;Venta;Casi nuevo;4;3;212;No;Centro;4;190000000
Casa;1;Venta;Nuevo;2;2;165;No;Sur;3;140000000
Casa;2;Venta;Casi nuevo;3;1;186;No;Sur;2;140000000
Casa;3;Venta;Nuevo;3;3;215;Si;Sur;4;160000000
Casa;1;Venta;Nuevo;1;1;257;No;Centro;3;200000000
Casa;2;Venta;Nuevo;2;1;165;Si;Norte;5;260000000
Casa;3;Venta;Casi nuevo;4;2;165;Si;Norte;5;250000000
Casa;2;Venta;Casi nuevo;3;2;238;Si;Centro;3;200000000
Casa;3;Venta;Casi nuevo;3;3;176;No;Centro;4;190000000
Casa;3;Venta;Nuevo;1;3;277;Si;Sur;1;160000000
Casa;2;Venta;Casi nuevo;2;1;259;No;Norte;6;250000000
Casa;1;Venta;Nuevo;4;1;193;Si;Centro;3;210000000
Casa;2;Venta;Casi nuevo;2;3;186;Si;Centro;4;200000000
Casa;2;Venta;Casi nuevo;3;1;177;Si;Norte;4;250000000
Casa;2;Venta;Casi nuevo;1;2;276;No;Sur;3;140000000
Casa;2;Venta;Casi nuevo;4;3;272;Si;Norte;4;260000000
Casa;2;Venta;Casi nuevo;2;1;267;Si;Centro;4;210000000
Casa;1;Venta;Casi nuevo;3;3;213;No;Sur;1;140000000
Casa;3;Venta;Nuevo;1;3;188;Si;Centro;4;200000000
Casa;2;Venta;Nuevo;3;1;163;Si;Sur;2;160000000
Casa;2;Venta;Nuevo;4;1;255;No;Centro;4;210000000
Casa;1;Venta;Nuevo;3;1;209;Si;Sur;2;160000000
Casa;2;Venta;Nuevo;1;1;175;No;Norte;4;250000000
Casa;2;Venta;Nuevo;3;1;250;No;Centro;3;210000000
Casa;3;Venta;Casi nuevo;4;1;215;No;Norte;5;240000000
Casa;3;Venta;Nuevo;3;2;242;No;Sur;1;160000000
Casa;3;Venta;Nuevo;3;3;192;No;Norte;5;250000000
Casa;2;Venta;Casi nuevo;4;2;266;Si;Centro;4;210000000
Casa;2;Venta;Casi nuevo;3;1;182;No;Norte;4;250000000
Casa;2;Venta;Casi nuevo;1;2;239;No;Sur;2;140000000
Casa;3;Venta;Nuevo;4;1;176;No;Centro;4;200000000
Casa;1;Venta;Nuevo;3;3;257;No;Centro;3;210000000
Casa;3;Venta;Casi nuevo;3;1;194;Si;Sur;1;150000000
Casa;2;Venta;Nuevo;2;1;268;No;Sur;4;160000000
Casa;2;Venta;Nuevo;2;2;184;Si;Centro;3;210000000
Casa;1;Venta;Casi nuevo;1;1;255;Si;Norte;5;250000000
Casa;2;Venta;Casi nuevo;3;1;256;Si;Norte;3;260000000
Casa;2;Venta;Nuevo;1;2;189;Si;Centro;3;210000000
Casa;2;Venta;Casi nuevo;3;2;155;Si;Centro;4;200000000
Casa;2;Venta;Nuevo;1;3;168;Si;Norte;3;250000000
Casa;1;Venta;Casi nuevo;2;2;252;No;Centro;4;190000000
Casa;1;Venta;Nuevo;2;1;223;Si;Sur;2;160000000
Casa;2;Venta;Nuevo;3;1;183;No;Sur;1;150000000
Casa;3;Venta;Nuevo;1;1;236;Si;Norte;6;260000000
Casa;3;Venta;Casi nuevo;3;1;271;No;Norte;6;250000000
Casa;2;Venta;Nuevo;1;2;182;Si;Norte;5;250000000
Casa;1;Venta;Casi nuevo;1;1;204;No;Centro;4;190000000
Casa;1;Venta;Casi nuevo;1;1;174;Si;Centro;3;190000000
Casa;1;Venta;Casi nuevo;1;1;185;No;Norte;6;230000000
Casa;1;Venta;Casi nuevo;2;3;150;Si;Centro;4;190000000
Casa;1;Venta;Nuevo;3;3;258;No;Norte;6;250000000
Casa;2;Venta;Nuevo;3;2;260;Si;Norte;4;270000000
Casa;2;Venta;Nuevo;1;1;272;No;Sur;4;150000000
Casa;3;Venta;Nuevo;2;1;251;Si;Sur;4;170000000
Casa;3;Venta;Casi nuevo;1;2;174;No;Norte;5;240000000
Casa;2;Venta;Nuevo;4;2;192;Si;Centro;3;210000000
Casa;3;Venta;Casi nuevo;3;2;279;No;Norte;6;250000000
Casa;1;Venta;Casi nuevo;4;2;188;Si;Centro;4;200000000
Casa;3;Venta;Casi nuevo;4;3;156;Si;Centro;3;200000000
Casa;3;Venta;Casi nuevo;1;1;180;Si;Sur;4;140000000
Casa;1;Venta;Casi nuevo;3;2;264;No;Sur;2;140000000
Casa;2;Venta;Nuevo;3;3;162;No;Sur;2;150000000
Casa;1;Venta;Casi nuevo;2;1;251;No;Sur;1;140000000
Casa;2;Venta;Casi nuevo;3;1;164;Si;Sur;1;150000000
Casa;2;Venta;Casi nuevo;3;3;254;Si;Sur;1;160000000
Casa;3;Venta;Nuevo;4;1;261;No;Norte;4;260000000
Casa;3;Venta;Casi nuevo;3;3;192;Si;Sur;3;150000000
Casa;3;Venta;Nuevo;4;1;169;No;Centro;3;200000000
Casa;1;Venta;Nuevo;3;3;197;No;Centro;4;200000000
Casa;1;Venta;Nuevo;3;1;156;Si;Sur;2;150000000
Casa;3;Venta;Nuevo;2;2;153;No;Sur;4;150000000
Casa;2;Venta;Nuevo;4;1;223;No;Norte;4;260000000
Casa;1;Venta;Nuevo;4;3;260;Si;Centro;4;220000000
Casa;3;Venta;Nuevo;4;3;209;No;Sur;2;150000000
Casa;3;Venta;Casi nuevo;1;1;262;No;Centro;4;200000000
Casa;2;Venta;Nuevo;3;2;272;No;Centro;4;210000000
Casa;1;Venta;Casi nuevo;4;1;262;No;Sur;3;140000000
Casa;2;Venta;Nuevo;2;2;276;Si;Norte;5;270000000
Casa;2;Venta;Casi nuevo;3;1;268;No;Sur;4;150000000
Casa;1;Venta;Nuevo;1;1;258;Si;Sur;1;160000000
Casa;1;Venta;Nuevo;4;3;217;No;Centro;4;200000000
Casa;3;Venta;Nuevo;4;3;169;Si;Centro;3;210000000
Casa;2;Venta;Nuevo;3;3;250;No;Sur;1;160000000
Casa;1;Venta;Casi nuevo;4;2;248;Si;Sur;1;150000000
Casa;3;Venta;Nuevo;1;1;266;Si;Norte;5;260000000
Casa;1;Venta;Casi nuevo;1;1;278;Si;Centro;3;200000000
Casa;3;Venta;Nuevo;3;3;153;No;Norte;5;250000000
Casa;2;Venta;Nuevo;4;3;205;No;Centro;3;200000000
Casa;2;Venta;Casi nuevo;2;1;214;Si;Sur;2;150000000
Casa;3;Venta;Casi nuevo;4;2;272;Si;Norte;4;270000000
Casa;2;Venta;Casi nuevo;2;2;204;Si;Sur;1;160000000
Casa;3;Venta;Casi nuevo;2;3;236;No;Centro;3;190000000
Casa;1;Venta;Casi nuevo;1;1;194;Si;Sur;2;140000000
Casa;1;Venta;Nuevo;1;1;185;Si;Centro;4;200000000
Casa;1;Venta;Casi nuevo;1;3;201;No;Norte;5;240000000
Casa;3;Venta;Casi nuevo;3;1;203;Si;Norte;6;260000000
Casa;2;Venta;Casi nuevo;1;1;162;No;Norte;3;240000000
Casa;2;Venta;Casi nuevo;4;3;203;No;Sur;2;140000000
Casa;2;Venta;Nuevo;4;2;272;Si;Centro;4;220000000
Casa;1;Venta;Casi nuevo;1;3;177;No;Norte;3;230000000
Casa;3;Venta;Nuevo;2;3;255;No;Norte;3;260000000
Casa;1;Venta;Nuevo;1;2;240;Si;Norte;4;260000000
Casa;2;Venta;Nuevo;3;2;242;Si;Norte;4;270000000
Casa;1;Venta;Casi nuevo;3;2;224;Si;Norte;6;250000000
Casa;1;Venta;Casi nuevo;1;2;213;Si;Norte;5;250000000
Casa;1;Venta;Nuevo;4;2;248;No;Sur;3;150000000
Casa;1;Venta;Nuevo;4;2;216;No;Centro;4;200000000
Casa;1;Venta;Nuevo;2;1;172;No;Sur;3;150000000
Casa;3;Venta;Nuevo;2;2;273;No;Norte;4;260000000
Casa;2;Venta;Nuevo;3;2;232;Si;Centro;4;220000000
Casa;2;Venta;Casi nuevo;4;1;226;No;Centro;3;200000000
Casa;2;Venta;Casi nuevo;4;1;171;No;Centro;4;190000000
Casa;2;Venta;Casi nuevo;3;3;238;No;Norte;4;250000000
Casa;2;Venta;Casi nuevo;1;2;157;Si;Norte;3;250000000
Casa;1;Venta;Casi nuevo;3;3;171;Si;Centro;3;200000000
Casa;2;Venta;Casi nuevo;2;1;151;No;Centro;4;190000000
Casa;3;Venta;Nuevo;3;2;211;No;Centro;3;200000000
Casa;1;Venta;Casi nuevo;2;3;193;No;Centro;3;190000000
Casa;2;Venta;Casi nuevo;2;3;158;No;Centro;3;190000000
Casa;1;Venta;Nuevo;1;3;245;Si;Centro;3;210000000
Casa;1;Venta;Casi nuevo;4;3;201;No;Centro;4;190000000
Casa;2;Venta;Casi nuevo;3;3;208;No;Sur;1;140000000
Casa;3;Venta;Nuevo;4;3;232;No;Norte;5;250000000
Casa;1;Venta;Casi nuevo;1;3;154;Si;Centro;3;190000000
Casa;1;Venta;Casi nuevo;4;1;213;No;Sur;3;140000000
Casa;3;Venta;Nuevo;2;3;221;No;Sur;3;150000000
Casa;3;Venta;Nuevo;1;2;210;Si;Centro;3;210000000
Casa;2;Venta;Nuevo;3;2;201;Si;Centro;3;210000000
